Make,Vehicle Class,Engine Size(L),Cylinders,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
CHEVROLET,MID-SIZE,1.5,4,X,8.8,6.5,7.8,36,182
CHEVROLET,MID-SIZE,2,4,Z,10.7,7.1,9.1,31,212
CHEVROLET,MID-SIZE,1.8,4,X,4.8,5.5,5.1,55,121
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,14.6,10.3,12.7,22,297
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,15.2,10.7,13.1,22,309
CHEVROLET,PICKUP TRUCK - STANDARD,6.2,8,Z,15.9,11.2,13.8,20,324
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,X,13.4,10,11.9,24,279
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,E,19.3,14.3,17.1,17,284
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,14.6,10.3,12.7,22,298
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,E,19.7,13.9,17.1,17,284
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,15,10.7,13.1,22,307
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,15.9,11.5,13.9,20,327
CHEVROLET,PICKUP TRUCK - STANDARD,6.2,8,Z,16,11.7,14.1,20,330
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,X,14.1,10.6,12.5,23,294
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,E,20.2,15.2,18,16,294
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,15,10.7,13.1,22,307
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,E,20.7,14.4,17.9,16,315
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,14.4,11.2,13,22,303
CHEVROLET,COMPACT,1.4,4,X,8.8,6.6,7.8,36,184
CHEVROLET,COMPACT,1.4,4,X,8.4,6.3,7.4,38,174
CHEVROLET,COMPACT,1.8,4,X,9.7,6.9,8.4,34,197
CHEVROLET,COMPACT,1.8,4,X,9.2,7.1,8.3,34,194
CHEVROLET,STATION WAGON - SMALL,1.4,4,X,8.8,6.6,7.8,36,184
CHEVROLET,STATION WAGON - SMALL,1.4,4,X,8.4,6.3,7.4,38,174
CHEVROLET,STATION WAGON - SMALL,1.8,4,X,9.7,6.9,8.4,34,197
CHEVROLET,STATION WAGON - SMALL,1.8,4,X,9.2,7.1,8.3,34,194
CHEVROLET,SUBCOMPACT,1.4,4,X,7.8,6.2,7.1,40,167
CHEVROLET,SUBCOMPACT,1.4,4,X,8,6.2,7.2,39,168
CHEVROLET,SUV - STANDARD,5.3,8,X,15.1,10.4,13,22,305
CHEVROLET,SUV - STANDARD,5.3,8,X,15.1,10.4,13,22,305
CHEVROLET,SUV - STANDARD,5.3,8,E,20,13.5,17.1,17,284
CHEVROLET,SUV - STANDARD,5.3,8,X,15.4,10.8,13.3,21,312
CHEVROLET,SUV - STANDARD,5.3,8,X,15.4,10.8,13.3,21,312
CHEVROLET,SUV - STANDARD,5.3,8,E,22.1,15.4,19.1,15,317
CHEVROLET,SUV - STANDARD,5.3,8,X,15.1,10.4,13,22,305
CHEVROLET,SUV - STANDARD,5.3,8,X,15.1,10.4,13,22,305
CHEVROLET,SUV - STANDARD,5.3,8,E,20,13.5,17.1,17,284
CHEVROLET,SUV - STANDARD,5.3,8,X,15.2,10.8,13.2,21,310
CHEVROLET,SUV - STANDARD,5.3,8,X,15.2,10.8,13.2,21,310
CHEVROLET,SUV - STANDARD,5.3,8,E,20.8,14.5,18,16,299
CHEVROLET,SUV - STANDARD,3.6,6,X,15.7,10.6,13.4,21,315
CHEVROLET,SUV - STANDARD,3.6,6,X,16,10.9,13.7,21,322
CHEVROLET,SUV - SMALL,1.4,4,X,9.3,7.2,8.3,34,194
CHEVROLET,SUV - SMALL,1.4,4,X,9.2,7.1,8.2,34,194
CHEVROLET,SUV - SMALL,1.4,4,X,9.8,7.7,8.8,32,208
CHEVROLET,SUBCOMPACT,2,4,Z,10.8,7.6,9.4,30,220
CHEVROLET,SUBCOMPACT,2,4,Z,11.9,7.9,10.1,28,235
CHEVROLET,SUBCOMPACT,3.6,6,X,12.3,8.2,10.4,27,246
CHEVROLET,SUBCOMPACT,3.6,6,X,14.4,8.4,11.7,24,274
CHEVROLET,SUBCOMPACT,6.2,8,Z,14.2,8.7,11.7,24,273
CHEVROLET,SUBCOMPACT,6.2,8,Z,14.3,9.4,12.1,23,284
CHEVROLET,SUBCOMPACT,6.2,8,Z,18.8,11.3,15.4,18,361
CHEVROLET,SUBCOMPACT,6.2,8,Z,17.1,12,14.8,19,348
CHEVROLET,SPECIAL PURPOSE VEHICLE,2,4,X,9.8,8.8,9.3,30,218
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,X,12.1,9.2,10.8,26,253
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,X,11.9,9.2,10.7,26,251
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,D,10.8,8,9.6,29,257
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,X,13.4,9.6,11.7,24,274
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,X,12.6,9.8,11.3,25,266
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,D,12.1,8.3,10.4,27,279
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,X,14.1,10,12.2,23,288
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,D,12.5,10.7,11.7,24,315
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,X,15,13,14.1,20,331
CHEVROLET,TWO-SEATER,6.2,8,Z,15.5,9.2,12.7,22,297
CHEVROLET,TWO-SEATER,6.2,8,Z,14.2,9,11.9,24,278
CHEVROLET,TWO-SEATER,6.2,8,Z,17.6,10.3,14.3,20,336
CHEVROLET,TWO-SEATER,6.2,8,Z,15.6,10.6,13.4,21,312
CHEVROLET,COMPACT,1.4,4,X,8,5.9,7.1,40,166
CHEVROLET,COMPACT,1.4,4,X,8.6,5.8,7.4,38,172
CHEVROLET,COMPACT,1.4,4,X,8.1,6,7.2,39,169
CHEVROLET,COMPACT,1.6,4,D,7.7,5,6.5,43,175
CHEVROLET,COMPACT,1.6,4,D,7.8,4.6,6.3,45,170
CHEVROLET,MID-SIZE,1.4,4,X,8.1,6.2,7.3,39,172
CHEVROLET,MID-SIZE,1.4,4,X,8.6,6.2,7.5,38,175
CHEVROLET,MID-SIZE,1.4,4,X,8.4,6.4,7.5,38,176
CHEVROLET,MID-SIZE,1.6,4,D,7.8,5.2,6.6,43,178
CHEVROLET,MID-SIZE,1.6,4,D,8.1,4.9,6.7,42,180
CHEVROLET,SUV - SMALL,1.5,4,X,9.2,7.3,8.3,34,195
CHEVROLET,SUV - SMALL,1.6,4,D,8.5,6,7.4,38,198
CHEVROLET,SUV - SMALL,1.5,4,X,9.8,7.9,8.9,32,209
CHEVROLET,SUV - SMALL,1.6,4,D,8.5,6.1,7.4,38,198
CHEVROLET,SUV - SMALL,2,4,Z,10.9,8.3,9.7,29,228
CHEVROLET,FULL-SIZE,2.5,4,X,10.9,7.9,9.5,30,224
CHEVROLET,FULL-SIZE,3.6,6,X,12.7,8.5,10.8,26,254
CHEVROLET,FULL-SIZE,3.6,6,E,17.2,11.6,14.6,19,245
CHEVROLET,MID-SIZE,1.5,4,X,8.8,6.5,7.8,36,181
CHEVROLET,MID-SIZE,2,4,Z,10.5,7.4,9.1,31,213
CHEVROLET,MID-SIZE,1.8,4,X,4.8,5.5,5.1,55,121
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,X,13.4,10,11.8,24,278
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,E,19.3,14.4,17.1,17,284
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,14.6,10.3,12.7,22,298
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,14.6,10.3,12.7,22,298
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,E,19.7,13.9,17.1,17,283
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,14.9,10.9,13.1,22,307
CHEVROLET,PICKUP TRUCK - STANDARD,6.2,8,Z,15.9,11.2,13.8,20,324
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,13.4,10,11.8,24,278
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,X,14.1,10.6,12.5,23,294
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,E,20.2,15.2,18,16,296
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,15,10.7,13.1,22,307
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,15,10.7,13.1,22,307
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,E,21,15,18.3,15,309
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,15.6,11.6,13.8,20,324
CHEVROLET,PICKUP TRUCK - STANDARD,6.2,8,Z,16,11.7,14.1,20,331
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,14.4,11.2,13,22,304
CHEVROLET,COMPACT,1.4,4,X,8.8,6.6,7.8,36,184
CHEVROLET,COMPACT,1.4,4,X,8.4,6.3,7.4,38,174
CHEVROLET,COMPACT,1.8,4,X,9.3,7,8.3,34,193
CHEVROLET,COMPACT,1.8,4,X,9.2,6.8,8.1,35,190
CHEVROLET,STATION WAGON - SMALL,1.4,4,X,8.8,6.6,7.8,36,184
CHEVROLET,STATION WAGON - SMALL,1.4,4,X,8.4,6.3,7.4,38,174
CHEVROLET,STATION WAGON - SMALL,1.8,4,X,9.3,7,8.3,34,193
CHEVROLET,STATION WAGON - SMALL,1.8,4,X,9.2,6.8,8.1,35,190
CHEVROLET,SUBCOMPACT,1.4,4,X,7.8,6.2,7.1,40,167
CHEVROLET,SUBCOMPACT,1.4,4,X,8,6,7.1,40,166
CHEVROLET,SUV - STANDARD,5.3,8,X,15.1,10.4,13,22,305
CHEVROLET,SUV - STANDARD,5.3,8,X,15.1,10.4,13,22,305
CHEVROLET,SUV - STANDARD,5.3,8,E,19.8,13.9,17.2,16,285
CHEVROLET,SUV - STANDARD,5.3,8,X,15.3,10.9,13.3,21,313
CHEVROLET,SUV - STANDARD,5.3,8,X,15.3,10.9,13.3,21,312
CHEVROLET,SUV - STANDARD,5.3,8,E,22.3,15.7,19.3,15,321
CHEVROLET,SUV - STANDARD,5.3,8,X,15.1,10.4,13,22,305
CHEVROLET,SUV - STANDARD,5.3,8,X,15.1,10.4,13,22,305
CHEVROLET,SUV - STANDARD,5.3,8,E,19.8,13.9,17.2,16,285
CHEVROLET,SUV - STANDARD,5.3,8,X,15.2,10.8,13.2,21,310
CHEVROLET,SUV - STANDARD,5.3,8,X,15.2,10.8,13.2,21,310
CHEVROLET,SUV - STANDARD,5.3,8,E,20.8,14.5,18,16,299
CHEVROLET,SUV - STANDARD,6.2,8,Z,16.4,10.7,13.8,20,325
CHEVROLET,SUV - STANDARD,2,4,Z,11.7,9,10.5,27,246
CHEVROLET,SUV - STANDARD,3.6,6,X,12.9,8.7,11,26,258
CHEVROLET,SUV - STANDARD,3.6,6,X,13.7,9.4,11.8,24,276
CHEVROLET,SUV - SMALL,1.4,4,X,9.3,7.2,8.3,34,194
CHEVROLET,SUV - SMALL,1.4,4,X,9.2,7.1,8.2,34,194
CHEVROLET,SUV - SMALL,1.4,4,X,9.9,7.8,8.9,32,210
CHEVROLET,SUV - SMALL,2.5,4,X,10.8,8.8,9.9,29,232
CHEVROLET,SUV - SMALL,3.6,6,X,12,9,10.6,27,250
CHEVROLET,SUV - SMALL,3.6,6,X,12.7,9.5,11.3,25,265
CHEVROLET,SUBCOMPACT,2,4,Z,10.8,7.7,9.4,30,220
CHEVROLET,SUBCOMPACT,2,4,Z,11.9,7.9,10.1,28,235
CHEVROLET,SUBCOMPACT,3.6,6,X,12.3,8.2,10.4,27,246
CHEVROLET,SUBCOMPACT,3.6,6,X,14.3,8.8,11.8,24,277
CHEVROLET,SUBCOMPACT,6.2,8,Z,14.5,8.8,12,24,279
CHEVROLET,SUBCOMPACT,6.2,8,Z,14.9,9.9,12.6,22,297
CHEVROLET,SUBCOMPACT,6.2,8,Z,18.3,11.2,15.1,19,355
CHEVROLET,SUBCOMPACT,6.2,8,Z,17.2,12,14.9,19,349
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,X,12.1,9.2,10.8,26,253
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,X,11.9,9.2,10.7,26,251
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,D,11.8,7.9,10.1,28,270
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,X,13.4,9.6,11.7,24,274
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,X,12.7,9.8,11.4,25,267
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,D,12.2,8.4,10.5,27,283
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,X,14,9.9,12.2,23,286
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,D,13.3,10.6,12.1,23,326
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,X,15,13,14.1,20,331
CHEVROLET,TWO-SEATER,6.2,8,Z,15.6,9.2,12.7,22,299
CHEVROLET,TWO-SEATER,6.2,8,Z,14.6,9.3,12.2,23,286
CHEVROLET,TWO-SEATER,6.2,8,Z,17.2,10.1,14,20,331
CHEVROLET,TWO-SEATER,6.2,8,Z,15.9,10.6,13.5,21,318
CHEVROLET,TWO-SEATER,6.2,8,Z,19.5,12,16.1,18,381
CHEVROLET,TWO-SEATER,6.2,8,Z,18.2,12.5,15.6,18,368
CHEVROLET,COMPACT,1.4,4,X,8.3,6.2,7.3,39,172
CHEVROLET,COMPACT,1.4,4,X,8.3,6.2,7.3,39,172
CHEVROLET,COMPACT,1.6,4,D,7.6,4.9,6.4,44,172
CHEVROLET,MID-SIZE,1.4,4,X,8.3,6.2,7.3,39,172
CHEVROLET,MID-SIZE,1.4,4,X,8.5,6.4,7.5,38,175
CHEVROLET,MID-SIZE,1.6,4,D,7.8,5.2,6.6,43,178
CHEVROLET,SUV - SMALL,1.5,4,X,9.2,7.3,8.3,34,196
CHEVROLET,SUV - SMALL,1.6,4,D,8.5,6,7.4,38,199
CHEVROLET,SUV - SMALL,1.5,4,X,9.3,7.8,8.6,33,207
CHEVROLET,SUV - SMALL,1.6,4,D,8.5,6.1,7.4,38,199
CHEVROLET,SUV - SMALL,2,4,Z,10.9,8.3,9.7,29,228
CHEVROLET,FULL-SIZE,2.5,4,X,10.8,8,9.6,29,225
CHEVROLET,FULL-SIZE,3.6,6,X,12.7,8.5,10.8,26,254
CHEVROLET,FULL-SIZE,3.6,6,E,17.2,11.6,14.6,19,245
CHEVROLET,MID-SIZE,1.5,4,X,8.2,6.6,7.5,38,174
CHEVROLET,MID-SIZE,2,4,Z,10.5,7.4,9.1,31,214
CHEVROLET,MID-SIZE,1.8,4,X,4.8,5.5,5.1,55,121
CHEVROLET,PICKUP TRUCK - STANDARD,2.7,4,X,11.9,10.3,11.1,25,261
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,X,15.1,11.5,13.5,21,316
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,15.9,11.4,13.9,20,326
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,15.7,11.9,14,20,329
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,E,21.1,15,18.4,15,306
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,14.1,10.2,12.4,23,290
CHEVROLET,PICKUP TRUCK - STANDARD,2.7,4,X,12.5,10.8,11.7,24,275
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,X,15.8,11.9,14,20,329
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,X,16.3,12.9,14.8,19,347
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,15.9,11.7,14,20,329
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,16.1,12.5,14.4,20,339
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,E,22,16.1,19.3,15,322
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,16.5,13,14.9,19,350
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,14.9,10.8,13.1,22,306
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,15.3,11.8,13.7,21,320
CHEVROLET,PICKUP TRUCK - STANDARD,6.2,8,Z,15,12,13.7,21,321
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,15.6,10.9,13.5,21,317
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,15.8,11.4,13.8,20,325
CHEVROLET,SUBCOMPACT,1.4,4,X,7.9,6.2,7.1,40,167
CHEVROLET,SUBCOMPACT,1.4,4,X,8,6.2,7.2,39,170
CHEVROLET,SUV - STANDARD,5.3,8,X,15.7,10.5,13.4,21,314
CHEVROLET,SUV - STANDARD,5.3,8,X,15.7,10.5,13.4,21,314
CHEVROLET,SUV - STANDARD,5.3,8,E,21.2,13.9,17.9,16,298
CHEVROLET,SUV - STANDARD,5.3,8,X,16.8,11.3,14.3,20,336
CHEVROLET,SUV - STANDARD,5.3,8,X,16.8,11.3,14.3,20,336
CHEVROLET,SUV - STANDARD,5.3,8,E,22.2,15.2,19,15,317
CHEVROLET,SUV - STANDARD,6.2,8,Z,17.1,11.3,14.5,19,340
CHEVROLET,SUV - STANDARD,5.3,8,X,15.7,10.5,13.4,21,314
CHEVROLET,SUV - STANDARD,5.3,8,X,15.7,10.5,13.4,21,314
CHEVROLET,SUV - STANDARD,5.3,8,E,21.2,13.9,17.9,16,298
CHEVROLET,SUV - STANDARD,5.3,8,X,15.8,11.1,13.7,21,321
CHEVROLET,SUV - STANDARD,5.3,8,X,15.8,11.1,13.7,21,321
CHEVROLET,SUV - STANDARD,5.3,8,E,21.7,14.3,18.4,15,305
CHEVROLET,SUV - STANDARD,6.2,8,Z,16.4,10.7,13.8,20,325
CHEVROLET,SUV - STANDARD,3.6,6,X,13,8.8,11.1,25,261
CHEVROLET,SUV - STANDARD,3.6,6,X,13.7,9.5,11.8,24,277
CHEVROLET,SUV - SMALL,1.4,4,X,9.1,7.6,8.4,34,196
CHEVROLET,SUV - SMALL,1.4,4,X,9.4,6.9,8.3,34,194
CHEVROLET,SUV - SMALL,1.4,4,X,9.9,8.1,9.1,31,214
CHEVROLET,SUV - SMALL,2,4,X,11,8.3,9.8,29,225
CHEVROLET,SUV - SMALL,2.5,4,X,11.3,8.9,10.2,28,238
CHEVROLET,SUV - SMALL,2,4,X,11.3,8.7,10.1,28,232
CHEVROLET,SUV - SMALL,3.6,6,X,13.1,9.4,11.4,25,269
CHEVROLET,SUBCOMPACT,2,4,Z,10.9,7.6,9.4,30,219
CHEVROLET,SUBCOMPACT,2,4,Z,11.9,7.9,10.1,28,235
CHEVROLET,SUBCOMPACT,3.6,6,X,12.5,8.1,10.5,27,247
CHEVROLET,SUBCOMPACT,3.6,6,X,14.3,9,11.9,24,280
CHEVROLET,SUBCOMPACT,6.2,8,Z,14.6,8.9,12.1,23,282
CHEVROLET,SUBCOMPACT,6.2,8,Z,14.9,9.9,12.6,22,296
CHEVROLET,SUBCOMPACT,6.2,8,Z,18.3,11.2,15.1,19,355
CHEVROLET,SUBCOMPACT,6.2,8,Z,17.2,12,14.8,19,349
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,X,12.1,9.2,10.8,26,252
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,D,11.8,7.9,10.1,28,270
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,X,13.4,9.6,11.7,24,273
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,X,12.6,9.7,11.3,25,265
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,D,12.3,8.5,10.6,27,284
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,X,14,9.9,12.2,23,286
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,D,13.3,10.6,12.1,23,326
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,X,15,13,14.1,20,331
CHEVROLET,TWO-SEATER,6.2,8,Z,15.4,8.7,12.4,23,290
CHEVROLET,SUV - SMALL,1.5,4,X,8.9,7.7,8.4,34,196
CHEVROLET,SUV - SMALL,1.5,4,X,9.3,8,8.7,32,204
CHEVROLET,SUV - SMALL,2,4,Z,10.9,8.3,9.7,29,228
CHEVROLET,FULL-SIZE,3.6,6,X,12.8,8.5,10.9,26,255
CHEVROLET,FULL-SIZE,3.6,6,E,17.2,11.6,14.7,19,246
CHEVROLET,MID-SIZE,1.5,4,X,8.2,6.6,7.5,38,189
CHEVROLET,MID-SIZE,2,4,Z,10.5,7.4,9.1,31,214
CHEVROLET,PICKUP TRUCK - STANDARD,2.7,4,X,11.9,10.3,11.1,25,262
CHEVROLET,PICKUP TRUCK - STANDARD,2.7,4,X,12.5,10.8,11.7,24,275
CHEVROLET,PICKUP TRUCK - STANDARD,3,6,D,10.2,7.2,8.9,32,238
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,X,15.1,11.5,13.5,21,318
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,15.9,11.4,13.9,20,326
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,16,12.6,14.4,20,339
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,E,22.2,16.2,19.5,14,326
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,13.9,10.1,12.2,23,286
CHEVROLET,PICKUP TRUCK - STANDARD,2.7,4,X,12.5,10.8,11.7,24,275
CHEVROLET,PICKUP TRUCK - STANDARD,2.7,4,X,12.7,11,12,24,280
CHEVROLET,PICKUP TRUCK - STANDARD,3,6,D,10.4,8,9.4,30,252
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,X,15.7,12,14.1,20,331
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,X,16.3,12.9,14.8,19,349
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,15.9,11.8,14.1,20,331
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,16.6,13,15,19,350
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,E,22.3,18.1,20.5,14,342
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,16.7,13.1,15.1,19,354
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,14.7,10.7,12.9,22,303
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,14.3,10.6,12.6,22,296
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,14.7,11.2,13.1,22,307
CHEVROLET,PICKUP TRUCK - STANDARD,6.2,8,Z,15,12,13.7,21,321
CHEVROLET,PICKUP TRUCK - STANDARD,6.2,8,Z,16.8,13.3,15.2,19,357
CHEVROLET,PICKUP TRUCK - STANDARD,6.2,8,Z,15.7,12.4,14.2,20,332
CHEVROLET,SUBCOMPACT,1.4,4,X,7.9,6.2,7.1,40,167
CHEVROLET,SUBCOMPACT,1.4,4,X,8,6.2,7.2,39,170
CHEVROLET,SUV - STANDARD,5.3,8,X,15.7,10.5,13.4,21,314
CHEVROLET,SUV - STANDARD,5.3,8,X,15.7,10.5,13.4,21,314
CHEVROLET,SUV - STANDARD,5.3,8,E,21.2,13.9,17.9,16,298
CHEVROLET,SUV - STANDARD,5.3,8,X,16.8,11.3,14.4,20,337
CHEVROLET,SUV - STANDARD,5.3,8,X,16.8,11.3,14.4,20,337
CHEVROLET,SUV - STANDARD,5.3,8,E,22.2,15.3,19.1,15,319
CHEVROLET,SUV - STANDARD,6.2,8,Z,17.2,11.4,14.6,19,343
CHEVROLET,SUV - STANDARD,5.3,8,X,15.7,10.5,13.4,21,314
CHEVROLET,SUV - STANDARD,5.3,8,X,15.7,10.5,13.4,21,314
CHEVROLET,SUV - STANDARD,5.3,8,E,21.2,13.9,17.9,16,298
CHEVROLET,SUV - STANDARD,5.3,8,X,16,11.2,13.8,20,325
CHEVROLET,SUV - STANDARD,5.3,8,X,16,11.2,13.8,20,325
CHEVROLET,SUV - STANDARD,5.3,8,E,21.7,14.3,18.4,15,305
CHEVROLET,SUV - STANDARD,6.2,8,Z,16.5,10.9,13.9,20,327
CHEVROLET,SUV - STANDARD,3.6,6,X,13,8.8,11.1,25,261
CHEVROLET,SUV - STANDARD,3.6,6,X,13.6,9.6,11.8,24,276
CHEVROLET,SUV - SMALL,1.4,4,X,9.1,7.6,8.4,34,196
CHEVROLET,SUV - SMALL,1.4,4,X,10,8,9.1,31,214
GENESIS,FULL-SIZE,3.8,6,X,14.3,9.5,12.1,23,286
GENESIS,FULL-SIZE,5,8,Z,17.2,10.5,14.2,20,332
GENESIS,FULL-SIZE,3.3,6,Z,13.7,9.7,11.9,24,279
GENESIS,FULL-SIZE,5,8,Z,15.2,10.2,13,22,306
GENESIS,FULL-SIZE,3.3,6,Z,13.8,9.7,11.9,24,282
GENESIS,FULL-SIZE,3.8,6,X,13.4,9.6,11.7,24,276
GENESIS,FULL-SIZE,5,8,Z,15.6,10.4,13.2,21,312
GENESIS,FULL-SIZE,3.3,6,Z,13.7,9.7,11.9,24,279
GENESIS,FULL-SIZE,5,8,Z,15.2,10.2,13,22,306
GENESIS,COMPACT,2,4,Z,12.8,8.5,10.9,26,255
GENESIS,COMPACT,2,4,Z,11.5,8.7,10.3,27,241
GENESIS,COMPACT,3.3,6,Z,13.3,9.5,11.6,24,274
GENESIS,FULL-SIZE,3.3,6,Z,13.8,9.7,11.9,24,282
GENESIS,FULL-SIZE,3.8,6,X,13.4,9.6,11.7,24,276
GENESIS,FULL-SIZE,5,8,Z,15.6,10.4,13.2,21,312
GENESIS,FULL-SIZE,3.3,6,Z,13.7,9.7,11.9,24,279
GENESIS,FULL-SIZE,5,8,Z,15.2,10.2,13,22,306
GENESIS,COMPACT,2,4,Z,12.8,8.5,10.9,26,255
GENESIS,COMPACT,2,4,Z,11.4,8.6,10.2,28,238
GENESIS,COMPACT,3.3,6,Z,14.1,9.5,12,24,284
GENESIS,FULL-SIZE,3.3,6,Z,13.8,9.7,11.9,24,282
GENESIS,FULL-SIZE,3.8,6,X,13.4,9.6,11.7,24,276
GENESIS,FULL-SIZE,5,8,Z,15.6,10.4,13.2,21,312
GENESIS,FULL-SIZE,3.3,6,Z,13.6,9.5,11.8,24,280
GENESIS,FULL-SIZE,5,8,Z,15.4,10.2,13.1,22,311
HONDA,MID-SIZE,2.4,4,X,9,6.6,7.9,36,182
HONDA,MID-SIZE,2.4,4,X,9.1,6.9,8.1,35,186
HONDA,MID-SIZE,2.4,4,X,10.1,6.9,8.7,32,200
HONDA,MID-SIZE,3.5,6,X,11,6.8,9.1,31,209
HONDA,MID-SIZE,3.5,6,X,11.4,7.3,9.6,29,221
HONDA,MID-SIZE,3.5,6,X,13,8.4,10.9,26,251
HONDA,MID-SIZE,2,4,X,4.7,4.9,4.8,59,110
HONDA,COMPACT,1.8,4,X,7.9,6,7,40,161
HONDA,COMPACT,1.8,4,X,8.1,6.2,7.2,39,166
HONDA,COMPACT,1.8,4,X,8.5,6.6,7.6,37,175
HONDA,SUV - SMALL,3.5,6,X,12.5,8.5,10.7,26,246
HONDA,SUV - SMALL,2.4,4,X,10.3,7.6,9.1,31,209
HONDA,SUV - SMALL,2.4,4,X,10.6,7.9,9.4,30,216
HONDA,TWO-SEATER,1.5,4,X,6.6,6,6.3,45,145
HONDA,TWO-SEATER,1.5,4,X,7.6,6.1,6.9,41,159
